#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/poissonseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default.db
# Output created at: 07:22:24
GeneID	log2foldchange	significance	rawPval	tt_score	GeneName	Description	Chromosome	Start	End	Strand
YOR058C	-0.0109	0.046243	0.20713	1.0724	ASE1	Mitotic spindle midzone localized microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate 	XV	433688	436345	-1
YPR083W	-0.0122	0.046376	0.20776	1.0694	MDM36	Mitochondrial protein required for normal mitochondrial morphology and inheritance; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission 	XVI	704854	706593	1
YBL107W-A	-0.0401	0.046416	0.208	1.0683	YBL107W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2 	II	9268	9372	1
YOL028C	0.0605	0.046416	0.20801	1.0682	YAP7	Putative basic leucine zipper (bZIP) transcription factor 	XV	270633	271370	-1
YMR123W	0.047	0.046498	0.20842	1.0664	PKR1	V-ATPase assembly factor, functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0) 	XIII	513593	513961	1
tL(UAA)K	0.6316	0.046535	0.20864	1.0653	tL(UAA)K	Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis 	XI	84208	84291	1
YDR099W	0.0043	0.046535	0.20865	1.0653	BMH2	14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling 	IV	653607	654428	1
YGR213C	0.0832	0.046826	0.21	1.0591	RTA1	Protein involved in 7-aminocholesterol resistance; has seven potential membrane-spanning regions; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of protein 	VII	918512	919465	-1
YKL105C	-0.0242	0.046917	0.21044	1.057	YKL105C	Putative protein of unknown function; similar to A. gossypii SEG gene which is important for stabilizing eisosomes 	XI	239185	242583	-1
YKR036C	-0.0195	0.046925	0.21052	1.0566	CAF4	WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission 	XI	508702	510633	-1
YJR076C	0.0263	0.046925	0.21055	1.0565	CDC11	Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds f /.../ruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells 	X	575354	576601	-1
YOR185C	0.069	0.046986	0.21086	1.055	GSP2	GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); Gsp1p homolog that is not required for viability 	XV	681444	682106	-1
snR3	0.1376	0.047082	0.21134	1.0528	SNR3	H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at positions U2129, U2133, and U2264 	X	663749	663942	1
YKL126W	0.0171	0.047082	0.21136	1.0527	YPK1	Serine/threonine protein kinase that phosphorylates and downregulates flippase activator Fpk1p; mutations affect receptor-mediated endocytosis and sphingolipid-mediated and cell integrity signaling pathways; homolog of mammalian kinase SGK 	XI	205707	207749	1
YER116C	-0.0103	0.047362	0.21265	1.0468	SLX8	Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; stimulated by prior attachment of SUMO to the substrate; contains a C-terminal RING domain 	V	395348	396172	-1
YOR382W	-0.031	0.047364	0.2127	1.0466	FIT2	Mannoprotein that is incorporated into the cell wall via a glycosylphosphatidylinositol (GPI) anchor, involved in the retention of siderophore-iron in the cell wall 	XV	1059531	1059992	1
tM(CAU)O1	0.5269	0.047373	0.2128	1.0461	IMT1	Methionine initiator tRNA (tRNA-Met), predicted by tRNAscan-SE analysis; one of four initiator methionine tRNAs in yeast that are functional for translation 	XV	710201	710272	1
YKL225W	0.661	0.047373	0.21281	1.046	YKL225W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XI	451	798	1
YHR190W	-0.0061	0.047399	0.21297	1.0453	ERG9	Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway 	VIII	484845	486179	1
tG(GCC)B	0.5923	0.047432	0.21315	1.0444	tG(GCC)B	Glycine tRNA (tRNA-Gly), predicted by tRNAscan-SE analysis 	II	197629	197699	-1
YOR155C	-0.0203	0.047589	0.21389	1.041	ISN1	Inosine 5'-monophosphate (IMP)-specific 5'-nucleotidase, catalyzes the breakdown of IMP to inosine, does not show similarity to known 5'-nucleotidases from other organisms 	XV	626628	627980	-1
YER185W	-0.0098	0.047631	0.21412	1.0399	PUG1	Plasma membrane protein with roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins 	V	559454	560365	1
YBR019C	-0.0092	0.047698	0.21446	1.0384	GAL10	UDP-glucose-4-epimerase, catalyzes the interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes the conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers 	II	276253	278352	-1
YGR198W	0.039	0.047809	0.21499	1.036	YPP1	Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene 	VII	894693	897146	1
YJR158W	0.0959	0.047949	0.21566	1.0329	HXT16	Protein of unknown function with similarity to hexose transporter family members, expression is repressed by high levels of glucose 	X	732440	734143	1
YDR531W	-0.0206	0.048019	0.21601	1.0313	CAB1	Pantothenate kinase (ATP:D-pantothenate 4'-phosphotransferase, EC 2.7.1.33); catalyzes the first committed step in the universal biosynthetic pathway for synthesis of coenzyme A (CoA); transcriptionally regulated by Upc2p via a sterol response element 	IV	1498232	1499335	1
YLR171W	0.2552	0.048261	0.21714	1.026	YLR171W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XII	500733	501122	1
YLR458W	-0.1567	0.04855	0.21847	1.0198	YLR458W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential NBP1 gene required for mitosis 	XII	1056455	1056835	1
YJR128W	0.1849	0.048555	0.21854	1.0196	YJR128W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSF2 	X	662921	663280	1
tS(AGA)H	0.6514	0.048574	0.21866	1.019	tS(AGA)H	Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis 	VIII	133026	133107	-1
YLR406C-A	-0.1122	0.048691	0.21922	1.0163	YLR406C-A	Putative protein of unknown function 	XII	932206	932355	-1
YJL095W	-0.0208	0.048732	0.21944	1.0153	BCK1	Mitogen-activated protein (MAP) kinase kinase kinase acting in the protein kinase C signaling pathway, which controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p 	X	247255	251691	1
YIL033C	0.0184	0.048767	0.21964	1.0144	BCY1	Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA), a component of a signaling pathway that controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation 	IX	290419	291669	-1
YJL184W	-0.011	0.048791	0.21978	1.0137	GON7	Component of the EKC/KEOPS protein complex with Kae1p, Cgi121p, Pcc1p, and Bud32p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription; implicated in osmotic stress response 	X	83448	83819	1
YLR198C	0.1105	0.048936	0.22048	1.0104	YLR198C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene SIK1/YLR197W 	XII	547286	547645	-1
YDR137W	-0.0174	0.049046	0.22101	1.0079	RGP1	Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p 	IV	728259	730250	1
YEL028W	0.0917	0.049092	0.22125	1.0068	YEL028W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	V	98668	99129	1
tK(UUU)L	-0.1082	0.049139	0.2215	1.0056	tK(UUU)L	Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p 	XII	875376	875471	1
YAL065C	-0.0064	0.049145	0.22157	1.0053	YAL065C	Putative protein of unknown function; has homology to FLO1; possible pseudogene 	I	11565	11951	-1
snR7-L	-0.2586	0.049246	0.22206	1.003	SNR7-L	U5 spliceosomal RNA (U5 snRNA), long form; associated with spliceosome 	VII	939459	939672	-1
YOR304C-A	-0.0109	0.049285	0.22228	1.002	YOR304C-A	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck 	XV	888520	888750	-1
YGR091W	0.0608	0.04931	0.22243	1.0013	PRP31	Splicing factor, component of the U4/U6-U5 snRNP complex 	VII	666341	667825	1
YNL164C	-0.018	0.049587	0.22372	0.9953	IBD2	Component of the BUB2-dependent spindle checkpoint pathway, interacts with Bfa1p and functions upstream of Bub2p and Bfa1p 	XIV	325265	326320	-1
YJL215C	0.1376	0.049596	0.2238	0.9949	YJL215C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	X	26412	26771	-1
YHR177W	-0.0121	0.049624	0.22396	0.9941	YHR177W	Putative protein of unknown function; overexpression causes a cell cycle delay or arrest 	VIII	456591	457952	1
YDR290W	0.293	0.049725	0.22445	0.9918	YDR290W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RTT103 	IV	1039370	1039699	1
YLR007W	0.0518	0.049766	0.22467	0.9909	NSE1	Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair 	XII	164392	165402	1
YOR339C	-0.0168	0.049775	0.22475	0.9905	UBC11	Ubiquitin-conjugating enzyme most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C, but not a true functional homolog of this E2; unlike E2-C, not required for the degradation of mitotic cyclin Clb2 	XV	958362	958832	-1
YGL018C	0.0708	0.049874	0.22524	0.9882	JAC1	Specialized J-protein that functions with Hsp70 in Fe-S cluster biogenesis in mitochondria, involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix 	VII	459110	459664	-1
YDR118W	-0.0091	0.049929	0.22553	0.9869	APC4	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain o /.../APC/C, based on structural analysis 	IV	685882	687840	1
YLR041W	-0.0284	0.050065	0.22618	0.984	YLR041W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YLR040C 	XII	229377	229697	1
YIL039W	0.0261	0.050114	0.22644	0.9828	TED1	Conserved phosphoesterase domain-containing protein that acts together with Emp24p/Erv25p in cargo exit from the ER; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO) 	IX	278426	279847	1
YBR270C	-0.0091	0.050299	0.22733	0.9788	BIT2	Subunit of TORC2, a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; similar to Bit61p 	II	742761	744398	-1
tK(UUU)G2	0.3834	0.050299	0.22735	0.9787	tK(UUU)G2	Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p 	VII	700953	701048	-1
YDR265W	-0.0103	0.05032	0.22749	0.9781	PEX10	Peroxisomal membrane E3 ubiquitin ligase, required for for Ubc4p-dependent Pex5p ubiquitination and peroxisomal matrix protein import; contains zinc-binding RING domain; mutations in human homolog cause various peroxisomal disorders 	IV	998864	999877	1
tS(UGA)E	-0.0469	0.050768	0.22955	0.969	SUP19	Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis; can mutate to suppress ochre nonsense mutations 	V	288443	288524	-1
YLL030C	-0.564	0.050875	0.23008	0.9668	RRT7	Identified in a screen for mutants with increased levels of rDNA transcription; dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XII	80356	80697	-1
YJL042W	-0.0342	0.050919	0.23031	0.9657	MHP1	Microtubule-associated protein involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins 	X	361249	365445	1
YDL224C	-0.0255	0.051021	0.23081	0.9636	WHI4	Putative RNA binding protein and partially redundant Whi3p homolog that regulates the cell size requirement for passage through Start and commitment to cell division 	IV	54397	56346	-1
YJL105W	0.0805	0.051042	0.23095	0.963	SET4	Protein of unknown function, contains a SET domain 	X	225055	226737	1
YLR382C	0.049	0.051155	0.23151	0.9607	NAM2	Mitochondrial leucyl-tRNA synthetase, also has a direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance 	XII	882067	884751	-1
YGL049C	-0.0441	0.051155	0.23154	0.9606	TIF4632	Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); homologous to Tif4631p 	VII	406860	409604	-1
YOR190W	-0.0172	0.051164	0.23162	0.9602	SPR1	Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance 	XV	690695	692032	1
YOR129C	0.0651	0.051253	0.23208	0.9583	AFI1	Arf3p polarization-specific docking factor, required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p 	XV	566877	569558	-1
YJL161W	0.0173	0.051253	0.2321	0.9582	FMP33	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	X	117245	117787	1
tR(UCU)G1	-0.1049	0.051293	0.23232	0.9573	tR(UCU)G1	Arginine tRNA (tRNA-Arg), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA), decodes AGA codons into arginine, one of 19 nuclear tRNAs for arginine 	VII	405470	405541	1
YPR095C	-0.0213	0.051527	0.23342	0.9527	SYT1	Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activation of Arl1p, which recruits Imh1p to the Golgi; involved in vesicular transport; member of the Sec7-domain family; contains a PH domain 	XVI	721037	724717	-1
YBL103C	0.0441	0.051559	0.2336	0.952	RTG3	Basic helix-loop-helix-leucine zipper (bHLH/Zip) transcription factor that forms a complex with another bHLH/Zip protein, Rtg1p, to activate the retrograde (RTG) and TOR pathways 	II	22076	23536	-1
YNR007C	-0.0062	0.051637	0.234	0.9504	ATG3	E2-like enzyme involved in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates, which are involved in membrane dynamics during autophagy and Cvt 	XIV	639182	640114	-1
YLR006C	-0.0247	0.051665	0.23417	0.9497	SSK1	Cytoplasmic response regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate 	XII	161755	163893	-1
YML079W	-0.015	0.051977	0.23562	0.9438	YML079W	Non-essential protein of unknown function with structural resemblance to plant storage and ligand binding proteins (canavalin, glycinin, auxin binding protein) and to some enzymes (epimerase, germin); localizes to the nucleus and cytoplasm 	XIII	110247	110852	1
snR86	-0.0186	0.052262	0.23695	0.9385	SNR86	H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2314 	XIII	762110	763113	-1
YDR250C	0.1397	0.052369	0.23748	0.9365	YDR250C	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data 	IV	960086	960361	-1
YHR217C	-0.0345	0.05244	0.23784	0.935	YHR217C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; located in the telomeric region TEL08R. 	VIII	556581	557042	-1
YDR168W	0.0339	0.052524	0.23826	0.9334	CDC37	Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding 	IV	790328	791848	1
YLR265C	0.0647	0.052689	0.23905	0.9304	NEJ1	Protein involved in regulation of nonhomologous end joining; interacts with DNA ligase IV components Dnl4p and Lif1p; repressed by MAT heterozygosity; regulates cellular distribution of Lif1p 	XII	674427	675455	-1
YBR045C	-0.0068	0.052712	0.23919	0.9298	GIP1	Meiosis-specific regulatory subunit of the Glc7p protein phosphatase, regulates spore wall formation and septin organization, required for expression of some late meiotic genes and for normal localization of Glc7p 	II	328173	330092	-1
YML002W	-0.0152	0.052748	0.2394	0.929	YML002W	Putative protein of unknown function; expression induced by heat and by calcium shortage 	XIII	264541	266754	1
YGR141W	-0.0108	0.05285	0.2399	0.9271	VPS62	Vacuolar protein sorting (VPS) protein required for cytoplasm to vacuole targeting of proteins 	VII	770569	771972	1
YJL182C	0.2846	0.05303	0.24076	0.9238	YJL182C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W 	X	85435	85752	-1
YDR486C	-0.0135	0.053179	0.24148	0.921	VPS60	Cytoplasmic and vacuolar membrane protein involved in late endosome to vacuole transport; required for normal filament maturation during pseudohyphal growth; may function in targeting cargo proteins for degradation; interacts with Vta1p 	IV	1427431	1428120	-1
YDR105C	0.0464	0.05321	0.24166	0.9203	TMS1	Vacuolar membrane protein of unknown function that is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance 	IV	665349	666770	-1
YGR282C	-0.0337	0.053238	0.24183	0.9197	BGL2	Endo-beta-1,3-glucanase, major protein of the cell wall, involved in cell wall maintenance 	VII	1057783	1058724	-1
15S_rRNA	0.1574	0.05334	0.24233	0.9178	15S_RRNA	Ribosomal RNA of the small mitochondrial ribosomal subunit; MSU1 allele suppresses ochre stop mutations in mitochondrial protein-coding genes 	Mito	6546	8194	1
YLR087C	0.0449	0.053439	0.24282	0.9159	CSF1	Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XII	306855	315731	-1
YNL109W	-0.0502	0.053514	0.2432	0.9145	YNL109W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YNL108C 	XIV	418964	419509	1
YKL140W	-0.0228	0.053603	0.24365	0.9128	TGL1	Steryl ester hydrolase, one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes 	XI	180779	182425	1
YBR179C	-0.0163	0.053818	0.24467	0.9089	FZO1	Mitofusin; integral membrane protein involved in mitochondrial outer membrane tethering and fusion; role in mitochondrial genome maintenance; efficient tethering and degradation of Fzo1p requires an intact N-terminal GTPase domain; targeted for dest /.../n by the ubiquitin ligase SCF-Mdm30p and the cytosolic ubiquitin-proteasome system 	II	586547	589114	-1
YOL161C	0.1583	0.053941	0.24527	0.9066	PAU20	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation 	XV	11549	11911	-1
YLR253W	0.0407	0.053953	0.24537	0.9062	YLR253W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; transcription is periodic during the metabolic cycle; YLR253W is not an essential gene 	XII	642627	644336	1
YLR039C	0.0453	0.053964	0.24546	0.9059	RIC1	Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes 	XII	225426	228596	-1
YLR390W-A	-0.0194	0.054014	0.24572	0.9049	CCW14	Covalently linked cell wall glycoprotein, present in the inner layer of the cell wall 	XII	903724	904440	1
YGL133W	0.0373	0.054068	0.24602	0.9037	ITC1	Subunit of the ATP-dependent Isw2p-Itc1p chromatin remodeling complex, required for repression of a-specific genes, repression of early meiotic genes during mitotic growth, and repression of INO1; similar to mammalian Acf1p, the regulatory subunit o /.../mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex 	VII	257707	261501	1
YGL038C	-0.03	0.054074	0.24608	0.9035	OCH1	Mannosyltransferase of the cis-Golgi apparatus, initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins 	VII	425362	426804	-1
YDR205W	0.0505	0.054113	0.2463	0.9027	MSC2	Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids 	IV	859346	861520	1
YBR058C	0.0351	0.054177	0.24663	0.9014	UBP14	Ubiquitin-specific protease that specifically disassembles unanchored ubiquitin chains; involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T 	II	353672	356017	-1
YCR049C	0.3193	0.054551	0.24838	0.8946	YCR049C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	III	211871	212317	-1
snR71	0.1469	0.054588	0.24859	0.8937	SNR71	C/D box small nucleolar RNA (snoRNA), guides 2'-O-methylation of large subunit (LSU) rRNA at position A2946 	VIII	411228	411317	1
tH(GUG)E1	-0.0337	0.054622	0.24879	0.893	tH(GUG)E1	Histidine tRNA (tRNA-His), predicted by tRNAscan-SE analysis 	V	207357	207428	1
YGR006W	0.07	0.054626	0.24888	0.8926	PRP18	Splicing factor involved in the positioning of the 3' splice site during the second catalytic step of splicing, part of snRNP U5, interacts with Slu7p 	VII	506070	506825	1
YHR038W	0.0738	0.054626	0.24889	0.8926	RRF1	Mitochondrial ribosome recycling factor, essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria 	VIII	184066	184758	1
YBL052C	0.0496	0.054784	0.24965	0.8896	SAS3	Histone acetyltransferase catalytic subunit of NuA3 complex that acetylates histone H3, involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal 	II	119379	121874	-1
YDR242W	-0.008	0.054826	0.24989	0.8887	AMD2	Putative amidase 	IV	946807	948456	1
YDL240C-A	-0.1225	0.054842	0.25001	0.8882	YDL240C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species 	IV	22471	22608	-1
tY(GUA)J2	-0.5832	0.054842	0.25004	0.8881	SUP4	Tyrosine tRNA (tRNA-Tyr), predicted by tRNAscan-SE analysis; can mutate to suppress ochre nonsense mutations 	X	542956	543044	-1
YEL032W	0.0334	0.054921	0.25045	0.8865	MCM3	Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex 	V	86937	89852	1
YDR468C	0.0472	0.055037	0.25101	0.8842	TLG1	Essential t-SNARE that forms a complex with Tlg2p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT (Vps fifty-three) through interaction with Vps51p 	IV	1398026	1398700	-1
YIL171W-A	-0.0414	0.055181	0.25172	0.8815	YIL171W-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	IX	18260	18712	1
YBR089W	-0.2073	0.055242	0.25204	0.8803	YBR089W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene POL30 	II	425183	425782	1
YGR023W	0.0419	0.05528	0.25227	0.8794	MTL1	Putative plasma membrane sensor, involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p 	VII	529264	530919	1
tC(GCA)G	0.3779	0.05528	0.25229	0.8793	tC(GCA)G	Cysteine tRNA (tRNA-Cys), predicted by tRNAscan-SE analysis 	VII	707108	707179	-1
tY(GUA)J1	-0.3054	0.055306	0.25245	0.8786	SUP7	Tyrosine tRNA (tRNA-Tyr), predicted by tRNAscan-SE analysis; can mutate to suppress ochre nonsense mutations 	X	354244	354332	1
YJR111C	0.0586	0.055314	0.25254	0.8783	YJR111C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondria 	X	635855	636706	-1
YJL164C	-0.0149	0.05541	0.25302	0.8765	TPK1	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; partially redundant with Tpk2p and Tpk3p 	X	109966	111159	-1
YLL049W	0.0627	0.055492	0.25343	0.8748	LDB18	Component of the dynactin complex, which is required for dynein activity; null mutant exhibits defects in nuclear migration and spindle orientation and has reduced affinity for alcian blue dye; has homology to mammalian dynactin subunit p24 	XII	40666	41205	1
YDR434W	0.0366	0.055507	0.25355	0.8744	GPI17	Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Sp homolog 	IV	1331237	1332841	1
YKL145W	-0.0738	0.055664	0.25431	0.8714	RPT1	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance 	XI	174213	175616	1
YKL030W	-0.0948	0.055706	0.25456	0.8704	YKL030W	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related <i>Saccharomyces</i> species; partially overlaps the verified gene MAE1 	XI	382498	383103	1
YGR215W	0.0672	0.055706	0.25458	0.8703	RSM27	Mitochondrial ribosomal protein of the small subunit 	VII	922175	922507	1
YJR105W	-0.0136	0.055835	0.25521	0.8679	ADO1	Adenosine kinase, required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle 	X	623581	624603	1
YGL207W	-0.0531	0.055976	0.2559	0.8652	SPT16	Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), which associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases 	VII	98969	102076	1
YNL074C	-0.0307	0.056214	0.25704	0.8608	MLF3	Serine-rich protein of unknown function, predicted to be palmitoylated; overproduction suppresses the growth inhibition caused by exposure to the immunosuppressant leflunomide 	XIV	486766	488124	-1
YGL095C	-0.0185	0.05627	0.25734	0.8596	VPS45	Protein of the Sec1p/Munc-18 family, essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment 	VII	328874	330607	-1
YGR093W	0.0514	0.056272	0.25738	0.8594	YGR093W	Putative protein of unconfirmed function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus 	VII	670388	671911	1
YAR066W	-0.0121	0.056294	0.25753	0.8589	YAR066W	Putative GPI protein 	I	221049	221660	1
YER044C-A	0.1193	0.056387	0.258	0.857	MEI4	Meiosis-specific protein involved in double-strand break formation during meiotic recombination; required for chromosome synapsis and production of viable spores 	V	238460	239774	-1
