#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/deseq2.R /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default.db
# Output created at: 07:04:09
GeneID	log2foldchange	significance	WT	Snf2	GeneName	Description	Chromosome	Start	End	Strand
YMR274C	-0.18	7.92e-06	211.49	187.39	RCE1	Type II CAAX prenyl protease involved in the proteolysis and maturation of Ras and the a-factor mating pheromone 	XIII	814364	815311	-1
YMR275C	0.15	1.49e-09	931.96	1034.35	BUL1	Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex, functional homolog of Bul2p, disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases 	XIII	815651	818581	-1
YMR276W	0.14	0.0286	4518.67	4964.2	DSK2	Nuclear-enriched ubiquitin-like polyubiquitin-binding protein, required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle, involved in proteolysis, interacts with the proteasome 	XIII	818827	819948	1
YMR277W	-0.12	0.00178	934.89	860.51	FCP1	Carboxy-terminal domain (CTD) phosphatase, essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p) 	XIII	820256	822454	1
YMR278W	-0.21	4.98e-11	673.79	582.68	PGM3	Phosphoglucomutase, catalyzes interconversion of glucose-1-phosphate and glucose-6-phospate; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential 	XIII	822763	824631	1
YMR279C	-0.49	7.43e-34	172.72	123.62	YMR279C	Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; paralo /.../he efflux pump ATR1 	XIII	824729	826351	-1
YMR280C	1.12	6.06e-113	352.22	766.8	CAT8	Zinc cluster transcriptional activator necessary for derepression of a variety of genes under non-fermentative growth conditions, active after diauxic shift, binds carbon source responsive elements 	XIII	827028	831329	-1
YMR281W	0.21	1.17e-11	529.03	610.25	GPI12	ER membrane protein involved in the second step of glycosylphosphatidylinositol (GPI) anchor assembly, the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp 	XIII	832339	833253	1
YMR282C	0.03	0.308	307.67	314.03	AEP2	Mitochondrial protein, likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader 	XIII	833356	835098	-1
YMR283C	-0.08	0.00483	247.45	234.87	RIT1	2'-O-ribosyl phosphate transferase, modifies the initiator methionine tRNA at position 64 to distinguish it from elongator methionine tRNA 	XIII	835326	836867	-1
YMR284W	0.21	0.000175	300.88	348.8	YKU70	Subunit of the telomeric Ku complex (Yku70p-Yku80p), involved in telomere length maintenance, structure and telomere position effect; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair 	XIII	838187	839995	1
YMR285C	0.03	0.491	517.84	529.11	NGL2	Protein involved in 5.8S rRNA processing; Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E; similar to Ngl1p and Ngl3p 	XIII	840144	841691	-1
YMR286W	-0.2	5.69e-12	392.44	340.95	MRPL33	Mitochondrial ribosomal protein of the large subunit 	XIII	841942	842202	1
YMR287C	-0.14	2.07e-09	293.79	267.06	DSS1	3'-5' exoribonuclease, component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs 	XIII	842436	845345	-1
YMR288W	-0.24	2.53e-13	403.74	341.94	HSH155	U2-snRNP associated splicing factor that forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155 	XIII	845571	848486	1
YMR289W	-0.25	4.48e-25	558.84	469.65	ABZ2	Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase), catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis 	XIII	848685	849809	1
YMR290C	-0.44	1.52e-10	1334.21	984.57	HAS1	ATP-dependent RNA helicase; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles 	XIII	850074	851591	-1
YMR290W-A	0.81	0.0102	0.7	1.4	YMR290W-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential HAS1 gene which encodes an ATP-dependent RNA helicase 	XIII	851422	851769	1
YMR291W	-0.88	4.54e-100	2456.9	1330.64	TDA1	Putative kinase of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene 	XIII	852630	854390	1
YMR292W	0.39	9.39e-07	280.71	368.78	GOT1	Homodimeric protein that is packaged into COPII vesicles and cycles between the ER and Golgi; involved in secretory transport but not directly required for aspects of transport assayed in vitro; may influence membrane composition 	XIII	854795	855293	1
YMR293C	0.05	0.178	194.14	200.49	HER2	Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; required for remodeling of ER caused by Hmg2p overexpression; similar to bacterial GatA glutamyl-tRNA amidotransferase 	XIII	855399	856793	-1
YMR294W	0.39	6.53e-44	221.73	290.56	JNM1	Component of the yeast dynactin complex, consisting of Nip100p, Jnm1p, and Arp1p; required for proper nuclear migration and spindle partitioning during mitotic anaphase B 	XIII	856966	858087	1
YMR294W-A	0.45	0.00104	77.83	107.28	YMR294W-A	Dubious open reading frame unlikely to encode a functional protein, substantially overlaps YMR295C; deletion causes sensitivity to unfolded protein response-inducing agents 	XIII	858209	858568	1
YMR295C	-0.03	0.724	2033.78	1986.36	YMR295C	Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; YMR295C is not an essential gene 	XIII	858297	858890	-1
YMR296C	-0.23	1.67e-09	3139.72	2681.22	LCB1	Component of serine palmitoyltransferase, responsible along with Lcb2p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine 	XIII	859215	860891	-1
YMR297W	0.14	0.00462	7180.66	7913.35	PRC1	Vacuolar carboxypeptidase Y (proteinase C; CPY), broad-specificity C-terminal exopeptidase involved in non-specific protein degradation in the vacuole; member of the serine carboxypeptidase family 	XIII	861922	863520	1
YMR298W	0.3	1.58e-23	680.43	839.95	LIP1	Ceramide synthase subunit; single-span ER membrane protein associated with Lag1p and Lac1p and required for ceramide synthase activity, null mutant grows extremely slowly and is defective in ceramide synthesis 	XIII	863819	864271	1
YMR299C	0	0.989	261.94	261.34	DYN3	Dynein light intermediate chain (LIC); localizes with dynein, null mutant is defective in nuclear migration 	XIII	864412	865350	-1
YMR300C	-1.21	2.15e-65	1608.21	689.43	ADE4	Phosphoribosylpyrophosphate amidotransferase (PRPPAT; amidophosphoribosyltransferase), catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway 	XIII	865559	867091	-1
YMR301C	0.3	1.01e-18	706.01	868.93	ATM1	Mitochondrial inner membrane ATP-binding cassette (ABC) transporter, exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol 	XIII	867555	869627	-1
YMR302C	0.42	2.8e-55	875.9	1174.41	YME2	Integral inner mitochondrial membrane protein with a role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases 	XIII	870073	872625	-1
YMR303C	-0.62	2.38e-12	23583.15	15272.51	ADH2	Glucose-repressible alcohol dehydrogenase II, catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1 	XIII	873291	874337	-1
YMR304C-A	0.33	0.00031	205.65	260.09	YMR304C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SCW10 	XIII	878780	879130	-1
YMR304W	0.28	2.33e-11	876.09	1066.31	UBP15	Ubiquitin-specific protease involved in protein deubiquitination; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator, Cdh1p 	XIII	874987	878679	1
YMR305C	-0.16	1.76e-05	4438.41	3958.2	SCW10	Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on mutant phenotype and its regulation by Ste12p 	XIII	879063	880232	-1
YMR306C-A	0.83	0.000275	1.51	2.94	YMR306C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XIII	886183	886572	-1
YMR306W	-0.18	3.12e-07	190.56	168.69	FKS3	Protein involved in spore wall assembly, has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XIII	881159	886516	1
YMR307W	-0.6	7.92e-70	13003.99	8561.15	GAS1	Beta-1,3-glucanosyltransferase, required for cell wall assembly and also has a role in transcriptional silencing; localizes to the cell surface via a glycosylphosphatidylinositol (GPI) anchor; also found at the nuclear periphery 	XIII	887003	888682	1
YMR308C	-0.6	6.57e-41	2232.88	1469.25	PSE1	Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins, including Pdr1p, Yap1p, Ste12p, and Aft1p 	XIII	888952	892221	-1
YMR309C	-0.8	1.61e-45	1501.68	860.01	NIP1	eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3), involved in the assembly of preinitiation complex and start codon selection 	XIII	892988	895426	-1
YMR310C	-0.73	9.07e-25	344.32	207.01	YMR310C	Putative S-adenosylmethionine-dependent methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR310C is not an essential gene 	XIII	895716	896669	-1
YMR311C	0.18	3.53e-09	1973	2236.53	GLC8	Regulatory subunit of protein phosphatase 1 (Glc7p), involved in glycogen metabolism and chromosome segregation; proposed to regulate Glc7p activity via conformational alteration; ortholog of the mammalian protein phosphatase inhibitor 2 	XIII	896914	897603	-1
YMR312W	-0.48	4.84e-36	385.34	276.66	ELP6	Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity 	XIII	898405	899226	1
YMR313C	0.05	0.0691	641.65	662.7	TGL3	Bifunctional enzyme with triacylglycerol lipase and lysophosphatidylethanolamine acyltransferase activity; responsible for all the triacylglycerol lipase activity of the lipid particle; required with Tgl4p for timely bud formation 	XIII	899379	901307	-1
YMR314W	0.07	0.00518	2672.27	2805.27	PRE5	Alpha 6 subunit of the 20S proteasome 	XIII	901709	902413	1
YMR315W	-0.09	0.109	2077.22	1956.4	YMR315W	Protein with NADP(H) oxidoreductase activity; transcription is regulated by Stb5p in response to NADPH depletion induced by diamide; promoter contains a putative Stb5p binding site 	XIII	902800	903849	1
YMR315W-A	0.9	1.58e-23	12.33	22.95	YMR315W-A	Putative protein of unknown function 	XIII	904286	904393	1
YMR316C-A	-0.44	6.84e-05	21.37	15.84	YMR316C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the verified gene DIA1/YMR316W 	XIII	905662	905973	-1
YMR316C-B	1.11	1.02e-20	6.78	14.71	YMR316C-B	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XIII	907321	907629	-1
YMR316W	-0.68	1.25e-14	878.85	547.27	DIA1	Protein of unknown function, involved in invasive and pseudohyphal growth; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern 	XIII	904825	905835	1
YMR317W	0.12	0.0084	421.95	459.48	YMR317W	Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene 	XIII	907364	910786	1
YMR318C	-0.26	4.3e-08	4075.75	3413.34	ADH6	NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance 	XIII	911061	912143	-1
YMR319C	-0.8	7.54e-127	3566.89	2047.99	FET4	Low-affinity Fe(II) transporter of the plasma membrane 	XIII	912880	914538	-1
YMR320W	-0.08	0.231	87.08	82.22	YMR320W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XIII	916746	917051	1
YMR321C	-0.29	3.64e-13	350.73	286.86	YMR321C	Putative protein of unknown function; proposed to be a palmitoylated membrane protein 	XIII	917579	917896	-1
YMR322C	0.83	7.52e-07	3.11	5.63	SNO4	Possible chaperone and cysteine protease, similar to bacterial Hsp31 and yeast Hsp31p, Hsp32p, and Hsp33p; DJ-1/ThiJ/PfpI superfamily member; predicted involvement in pyridoxine metabolism; induced by mild heat stress and copper deprivation 	XIII	918366	919079	-1
YMR323W	1.74	8.01e-62	7.17	24.24	ERR3	Protein of unknown function, has similarity to enolases 	XIII	920088	921401	1
YMR324C	1.46	0.000138	0.24	0.96	YMR324C	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; transcription is AZF1 dependent in glycerol-lactate medium and SLT2 dependent in response to the lipid hydroperoxides 	XIII	922202	922444	-1
YMR325W	0.64	2.26e-06	6.91	10.73	PAU19	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions 	XIII	922641	923015	1
YMR326C	0.05	0.897	0.02	0.05	YMR326C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the telomere on the right arm of chromosome 13 	XIII	923494	923802	-1
YNL001W	-0.1	0.13	399.16	373.94	DOM34	Protein that, with binding partner Hbs1p, facilitates ribosomal subunit dissociation when translation is stalled; required for RNA cleavage in no-go decay, but reports conflict on endonuclease activity; Pelota ortholog 	XIV	627456	628616	1
YNL002C	-0.78	2.72e-22	1122.88	652.13	RLP7	Nucleolar protein with similarity to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs 	XIV	626174	627142	-1
YNL003C	0.25	2.9e-17	701.09	832.66	PET8	S-adenosylmethionine transporter of the mitochondrial inner membrane, member of the mitochondrial carrier family; required for biotin biosynthesis and respiratory growth 	XIV	624975	625829	-1
YNL004W	-0.04	0.0621	1492.06	1447.07	HRB1	Poly(A+) RNA-binding protein, involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Gbp2p and Npl3p 	XIV	622915	624621	1
YNL005C	-0.03	0.453	783.58	769.83	MRP7	Mitochondrial ribosomal protein of the large subunit 	XIV	621313	622428	-1
YNL006W	-0.08	0.0544	673.15	636.43	LST8	Protein required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR signaling pathway; associates with both Tor1p and Tor2p; contains a WD-repeat 	XIV	620067	620978	1
YNL007C	-0.37	1.6e-08	2668.4	2064.8	SIS1	Type II HSP40 co-chaperone that interacts with the HSP70 protein Ssa1p; not functionally redundant with Ydj1p due to due to substrate specificity; shares similarity with bacterial DnaJ proteins 	XIV	618507	619565	-1
YNL008C	0.14	4.17e-05	493.54	545.35	ASI3	Putative integral membrane E3 ubiquitin ligase; acts with Asi1p and Asi2p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals 	XIV	616211	618241	-1
YNL009W	0.34	6.41e-10	144.08	182.03	IDP3	Peroxisomal NADP-dependent isocitrate dehydrogenase, catalyzes oxidation of isocitrate to alpha-ketoglutarate with the formation of NADP(H+), required for growth on unsaturated fatty acids 	XIV	614821	616083	1
YNL010W	-0.08	0.00509	2038.64	1932.56	YNL010W	Putative protein of unknown function with similarity to phosphoserine phosphatases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant shows an increase in glycogen accumulation 	XIV	613635	614360	1
YNL011C	0.06	0.0693	416.41	433.7	YNL011C	Putative protein of unknown function; YNL011C is not an essential gene 	XIV	611836	613170	-1
YNL012W	-0.52	7.17e-20	120.4	83.41	SPO1	Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B 	XIV	609686	611665	1
YNL013C	0.66	0.0294	0.93	1.54	YNL013C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF HEF3/YNL014W 	XIV	609133	609510	-1
YNL014W	0.32	2.08e-14	147.29	183.59	HEF3	Translational elongation factor EF-3; paralog of YEF3 and member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells 	XIV	606319	609453	1
YNL015W	-0.3	0.00203	599.63	484.39	PBI2	Cytosolic inhibitor of vacuolar proteinase B (PRB1), required for efficient vacuole inheritance; with thioredoxin forms protein complex LMA1, which assists in priming SNARE molecules and promotes vacuole fusion 	XIV	605384	605611	1
YNL016W	-0.44	8.07e-37	3029.6	2234.26	PUB1	Poly (A)+ RNA-binding protein, abundant mRNP-component protein that binds mRNA and is required for stability of many mRNAs; component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly 	XIV	602907	604268	1
YNL017C	0.53	0.00202	3.55	5.01	YNL017C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the tRNA ORF tI(AAU)N2 	XIV	602138	602476	-1
YNL018C	-0.7	1.82e-27	47.59	29.22	YNL018C	Putative protein of unknown function 	XIV	599936	601774	-1
YNL019C	0.23	1.21e-05	86.7	100.9	YNL019C	Putative protein of unknown function 	XIV	598376	599230	-1
YNL020C	-0.04	0.197	716.42	698.04	ARK1	Serine/threonine protein kinase involved in regulation of the cortical actin cytoskeleton; involved in control of endocytosis 	XIV	595623	597539	-1
YNL021W	-0.25	6.65e-13	522.16	440.6	HDA1	Putative catalytic subunit of a class II histone deacetylase complex that also contains Hda2p and Hda3p; Hda1p interacts with the Hda2p-Hda3p subcomplex to form an active tetramer; deletion increases histone H2B, H3 and H4 acetylation 	XIV	593227	595347	1
YNL022C	-0.31	5.23e-08	376.11	303.04	YNL022C	Putative cytosine 5-methyltransferase, contains seven beta-strand methyltransferase motif similar to NOP2/YNL061W; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; predicted to be involved in ribosome biogenesis 	XIV	591427	592899	-1
YNL023C	-0.4	1.02e-09	651.96	495.23	FAP1	Protein that binds to Fpr1p, conferring rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1 	XIV	588263	591160	-1
YNL024C	-1.39	5.43e-123	393.84	149.91	YNL024C	Putative protein of unknown function with seven beta-strand methyltransferase motif; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL024C is not an essential gene 	XIV	587107	587847	-1
YNL024C-A	0.21	7.38e-09	495.45	574.81	KSH1	Essential protein suggested to function early in the secretory pathway; inviability is suppressed by overexpression of Golgi protein Tvp23p; ortholog of human Kish 	XIV	586602	586820	-1
YNL025C	-0.19	2.42e-07	340.26	297.94	SSN8	Cyclin-like component of the RNA polymerase II holoenzyme, involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression and telomere maintenance 	XIV	584320	585291	-1
YNL026W	0.03	0.0915	672.87	687.35	SAM50	Essential component of the Sorting and Assembly Machinery (SAM or TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85 	XIV	581920	583374	1
YNL027W	-0.05	0.221	795.3	768.92	CRZ1	Transcription factor that activates transcription of genes involved in stress response; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation 	XIV	579580	581616	1
YNL028W	-0.31	0.216	1.97	1.6	YNL028W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XIV	578679	578996	1
YNL029C	-0.17	6.3e-06	374.89	332.39	KTR5	Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family 	XIV	577205	578773	-1
YNL030W	0.31	1.11e-26	7128.98	8861.8	HHF2	Histone H4, core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity 	XIV	576727	577038	1
YNL031C	0.29	1.56e-08	7200.71	8780.12	HHT2	Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation 	XIV	575640	576050	-1
YNL032W	0.05	0.0197	497.15	516.1	SIW14	Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm 	XIV	574506	575351	1
YNL033W	0.25	6.11e-07	76.09	91.06	YNL033W	Putative protein of unknown function 	XIV	572999	573853	1
YNL034W	-0.4	1.21e-10	35.79	27.28	YNL034W	Putative protein of unknown function; YNL034W is not an essential gene 	XIV	570477	572315	1
YNL035C	-0.41	9.16e-60	463.71	349.48	YNL035C	Putative protein of unknown function with similarity to proteins containing WD-40 domains; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YNL035C is not an essential gene 	XIV	568522	569691	-1
YNL036W	-0.05	0.553	995.59	962.59	NCE103	Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate and protons; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; involved in non-classical protein export pathway 	XIV	559814	560479	1
YNL037C	-0.18	0.00099	4014.69	3534.48	IDH1	Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle 	XIV	557920	559002	-1
YNL038W	0.11	0.00485	330.3	357.49	GPI15	Protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-H protein 	XIV	557020	557783	1
YNL039W	0.27	2.6e-25	721.54	869.24	BDP1	Essential subunit of RNA polymerase III transcription factor (TFIIIB), which is involved in transcription of genes encoding tRNAs, 5S rRNA, U6 snRNA, and other small RNAs 	XIV	555048	556832	1
YNL040W	-0.99	0	336.48	169.47	YNL040W	Putative protein of unknown function with strong similarity to alanyl-tRNA synthases from Eubacteria; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene 	XIV	553380	554750	1
YNL041C	0.04	0.259	608.23	627.63	COG6	Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments 	XIV	549468	551987	-1
YNL042W	0.17	5.33e-06	517.54	582.27	BOP3	Protein of unknown function, potential Cdc28p substrate; overproduction confers resistance to methylmercury 	XIV	548100	549290	1
YNL042W-B	1	6.34e-18	6.98	14.24	YNL042W-B	Putative protein of unknown function 	XIV	547113	547370	1
YNL043C	0.11	0.5	16.06	17.42	YNL043C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YIP3/YNL044W 	XIV	545589	545909	-1
YNL044W	0.01	0.93	248.15	249.53	YIP3	Protein localized to COPII vesicles, proposed to be involved in ER to Golgi transport; interacts with members of the Rab GTPase family and Yip1p; also interacts with Rtn1p 	XIV	545268	545877	1
YNL045W	-0.08	0.0148	1194.51	1132.23	LAP2	Leucyl aminopeptidase yscIV (leukotriene A4 hydrolase) with epoxide hydrolase activity, metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus 	XIV	542963	544978	1
YNL046W	-0.05	0.232	492.39	473.89	YNL046W	Putative protein of unknown function; expression depends on Swi5p; GFP-fusion protein localizes to the endoplasmic reticulum; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO) 	XIV	542304	542822	1
YNL047C	0.43	6.8e-76	328.98	442.93	SLM2	Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm1p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex 	XIV	539911	541881	-1
YNL048W	-0.11	0.00331	533.87	494.02	ALG11	Alpha-1,2-mannosyltransferase, catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER 	XIV	538173	539819	1
YNL049C	-0.19	7.45e-18	710.74	624.87	SFB2	Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat, required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sec24p and Sfb3p 	XIV	535281	537911	-1
YNL050C	0.17	0.00601	247.82	280.2	YNL050C	Putative protein of unknown function; YNL050c is not an essential gene 	XIV	534079	534982	-1
YNL051W	-0.08	0.0849	309.9	293.78	COG5	Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments 	XIV	532659	533870	1
YNL052W	0.2	0.000912	1089.06	1250.08	COX5A	Subunit Va of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth 	XIV	531725	532186	1
YNL053W	-0.11	0.0295	466	432.76	MSG5	Dual-specificity protein phosphatase; exists in 2 isoforms; required for maintenance of a low level of signaling through the cell integrity pathway, adaptive response to pheromone; regulates and is regulated by Slt2p; dephosphorylates Fus3p 	XIV	529942	531411	1
YNL054W	0.1	0.000531	672.99	722.43	VAC7	Integral vacuolar membrane protein involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock 	XIV	526086	529583	1
YNL054W-B	-1.97	0	2035.62	519.44	YNL054W-B	TyB Gag-Pol protein; proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition 	XIV	519456	524706	1
YNL055C	-0.16	0.0195	6934.54	6198.76	POR1	Mitochondrial porin (voltage-dependent anion channel), outer membrane protein required for the maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; phosphorylated 	XIV	517994	518845	-1
YNL056W	-0.03	0.428	831.49	813.49	OCA2	Putative protein with similarity to predicted tyrosine phosphatases Oca1p and Siw14p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL056W is not an essential gene 	XIV	517249	517842	1
YNL057W	0.26	0.286	1.96	2.29	YNL057W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XIV	516403	516735	1
YNL058C	-0.54	4.12e-32	537.41	369.21	YNL058C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YNL058C is not an essential gene 	XIV	515763	516713	-1
YNL059C	0.05	0.0287	1182.63	1227.7	ARP5	Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes 	XIV	512668	514935	-1
YNL061W	-0.5	1.14e-15	1665.26	1173.9	NOP2	Probable RNA m(5)C methyltransferase, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles 	XIV	510540	512396	1
YNL062C	-0.97	2.24e-43	371.74	189.41	GCD10	Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p, required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression 	XIV	508776	510212	-1
YNL063W	0	0.893	283.19	281.07	MTQ1	S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene 	XIV	507758	508702	1
