#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/samseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default.db
# Output created at: 07:24:50
GeneID	log2foldchange	significance	Score	GeneName	Description	Chromosome	Start	End	Strand
YOL062C	0.131473615854225	0.000590413943355062	297.65	APM4	Mu2-like subunit of the clathrin associated protein complex (AP-2); involved in vesicle transport 	XV	210520	211995	-1
YOL063C	0.0272401326737618	0.582157588961511	32.55	CRT10	Protein involved in transcriptional regulation of RNR2 and RNR3; expression of the gene is induced by DNA damage and null mutations confer increased resistance to hydroxyurea; N-terminal region has a leucine repeat and a WD40 repeat 	XV	207392	210265	-1
YOL064C	-0.0203948173788774	0.867050835148874	-9.8	MET22	Bisphosphate-3'-nucleotidase, involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate, intermediates of the sulfate assimilation pathway 	XV	206103	207176	-1
YOL065C	-0.0293957180092632	0.72521859114016	20.65	INP54	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase with a role in secretion, localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins 	XV	204731	205885	-1
YOL066C	0.00633847318922667	0.945656499636892	-4	RIB2	Bifunctional enzyme with DRAP deaminase and tRNA:pseudouridine synthase activity; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs 	XV	202696	204471	-1
YOL067C	0.274635742798438	0.000145243282498184	462.1	RTG1	Transcription factor (bHLH) involved in interorganelle communication between mitochondria, peroxisomes, and nucleus 	XV	201985	202518	-1
YOL068C	0.0918577927884524	0.002835875090777	233.1	HST1	NAD(+)-dependent histone deacetylase; essential subunit of the Sum1p/Rfm1p/Hst1p complex required for ORC-dependent silencing and mitotic repression; non-essential subunit of the Set3C deacetylase complex; involved in telomere maintenance 	XV	200368	201879	-1
YOL069W	-0.232372012422222	0.000153957879448134	-364.25	NUF2	Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering 	XV	198942	200297	1
YOL070C	-0.186858809403466	0.000145243282498184	-457.25	NBA1	Protein of unknown function, localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate 	XV	197220	198725	-1
YOL071W	0.000194420346092698	0.814168482207698	13.8	EMI5	Subunit of succinate dehydrogenase, which couples succinate oxidation to ubiquinone reduction; required for FAD cofactor attachment to Sdh1p; mutations in human ortholog PGL2 are associated with neuroendocrine tumors (paraganglioma) 	XV	196507	196995	1
YOL072W	0.0282635932101083	0.395383442265795	51	THP1	Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to /.../ascent mRNP; contains a PAM domain implicated in protein-protein binding 	XV	194970	196337	1
YOL073C	-0.137793158215443	0.00140232389251993	-262.65	YOL073C	Putative protein of unknown function 	XV	193832	194800	-1
YOL075C	0.0470649150768929	0.213093681917211	76.9	YOL075C	Putative ABC transporter 	XV	189658	193542	-1
YOL076W	0.318556515739951	0.000145243282498184	507.1	MDM20	Non-catalytic subunit of the NatB N-terminal acetyltransferase, which catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly 	XV	187024	189414	1
YOL077C	0.454736891776642	0.000145243282498184	735.8	BRX1	Nucleolar protein, constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif 	XV	185848	186723	-1
YOL077W-A	-0.0655856896720021	0.248304284676834	-70.75	ATP19	Subunit k of the mitochondrial F1F0 ATP synthase, which is a large enzyme complex required for ATP synthesis; associated only with the dimeric form of ATP synthase 	XV	185438	185644	1
YOL078W	0.0421301222885501	0.429660130718954	47.2	AVO1	Component of a membrane-bound complex containing the Tor2p kinase and other proteins, which may have a role in regulation of cell growth 	XV	181682	185212	1
YOL079W	0.00602583130850618	0.0313318809005084	145.95	YOL079W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	181057	181455	1
YOL080C	0.773368518920722	0.000145243282498184	690.4	REX4	Putative RNA exonuclease possibly involved in pre-rRNA processing and ribosome assembly 	XV	180558	181427	-1
YOL081W	0.0604724100736871	0.0435301379811184	134.9	IRA2	GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, has similarity to Ira1p and human neurofibromin 	XV	171070	180309	1
YOL082W	-0.282865247853365	0.000145243282498184	-555.75	ATG19	Receptor protein specific for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Lap4p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles 	XV	168727	169974	1
YOL083W	-0.490227490276159	0.000145243282498184	-602.95	ATG34	Receptor protein involved in selective autophagy during starvation; specifically involved in the transport of cargo protein alpha-mannosidase (Ams1p); Atg19p paralog 	XV	165714	166952	1
YOL084W	-0.408320564761512	0.000145243282498184	-572.95	PHM7	Protein of unknown function, expression is regulated by phosphate levels; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole 	XV	162356	165331	1
YOL085C	-0.0116076052620228	0.0399644153957879	-137.8	YOL085C	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps the dubious gene YOL085W-A 	XV	161673	162014	-1
YOL085W-A	-0.0124056139769816	0.0522273057371097	-128.55	YOL085W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YOL085C 	XV	161579	161791	1
YOL086C	0.263391940831959	0.000145243282498184	694.9	ADH1	Alcohol dehydrogenase, fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol, the last step in the glycolytic pathway 	XV	159548	160594	-1
YOL086W-A	-0.410517359401261	0.000145243282498184	-606.75	YOL086W-A	Putative protein of unknown function; mutant in a srs2 mutant background displays MMS hypersensitivity; ortholog of human MHF1, a component of the Fanconi anemia (FA) complex that is involved in maintaining genome stability 	XV	159173	159445	1
YOL087C	0.019498805614362	0.74100871459695	19.4	YOL087C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; deletion mutant is sensitive to various chemicals including phenanthroline, sanguinarine, and nordihydroguaiaretic acid 	XV	155287	158637	-1
YOL088C	-0.0920213303475065	0.000904139433551251	-281.7	MPD2	Member of the protein disulfide isomerase (PDI) family, exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p 	XV	153912	154745	-1
YOL089C	0.0303957768903605	0.861767610748003	-10.2	HAL9	Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression 	XV	150398	153490	-1
YOL090W	-0.119936870094916	0.000351488743645617	-313.85	MSH2	Protein that forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity; Msh2p-Msh6p binds to and hydrolyzes ATP 	XV	147382	150276	1
YOL091W	-0.242368471431618	0.00714814814814817	-196	SPO21	Component of the meiotic outer plaque of the spindle pole body, involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation 	XV	145334	147163	1
YOL092W	0.11122228241497	0.000249818445896914	327.1	YOL092W	Putative protein of unknown function; predicted to contain six transmembrane domains and is 58% similar to the uncharacterized ORF YBR147W 	XV	144204	145130	1
YOL093W	0.162178765037398	0.000307915758896135	318.75	TRM10	tRNA methyltransferase, methylates the N-1 position of guanosine in tRNAs 	XV	142815	143696	1
YOL094C	0.0811587237760903	0.122326797385621	98.1	RFC4	Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon 	XV	141584	142555	-1
YOL095C	-0.112551663127526	0.00547567175018153	-205.6	HMI1	Mitochondrial inner membrane localized ATP-dependent DNA helicase, required for the maintenance of the mitochondrial genome; not required for mitochondrial transcription; has homology to E. coli helicase uvrD 	XV	139227	141347	-1
YOL096C	-0.0253690775593134	0.675265068990559	-24.65	COQ3	O-methyltransferase, catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein 	XV	138107	139045	-1
YOL097C	0.320624678950208	0.000145243282498184	732.75	WRS1	Cytoplasmic tryptophanyl-tRNA synthetase, aminoacylates tryptophanyl-tRNA 	XV	136527	137825	-1
YOL097W-A	-0.0145771750668373	0.124302106027596	-97.5	YOL097W-A	Putative protein of unknown function; identified by expression profiling and mass spectrometry 	XV	136220	136405	1
YOL098C	0.1930848330805	0.000145243282498184	451	YOL098C	Putative metalloprotease 	XV	132725	135838	-1
YOL099C	-0.407923441206193	0.224184458968773	-74.9	YOL099C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene PKH2/YOL100W; may interact with ribosomes 	XV	132017	132508	-1
YOL100W	0.139573554753557	0.00116557734204788	271.2	PKH2	Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh1p 	XV	129237	132482	1
YOL101C	0.287261204646864	0.000145243282498184	449.85	IZH4	Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family, expression induced by fatty acids and altered zinc levels; deletion reduces sensitivity to excess zinc; possible role in sterol metabolism 	XV	126982	127920	-1
YOL102C	-0.0104791725074401	0.462546114742193	-43.8	TPT1	tRNA 2'-phosphotransferase, catalyzes the final step in yeast tRNA splicing: the transfer of the 2'-PO(4) from the splice junction to NAD(+) to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide 	XV	125997	126689	-1
YOL103W	0.0678212914829177	0.168610748002905	85.95	ITR2	Myo-inositol transporter with strong similarity to the major myo-inositol transporter Itr1p, member of the sugar transporter superfamily; expressed constitutively 	XV	124001	125830	1
YOL103W-B	1.27694079017739	0.000145243282498184	902	YOL103W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XV	118000	123268	1
YOL104C	1.28464978745207	0.000145243282498184	866.6	NDJ1	Meiosis-specific telomere protein, required for bouquet formation, effective homolog pairing, ordered cross-over distribution, sister chromatid cohesion at meiotic telomeres, chromosomal segregation and telomere-led rapid prophase movement 	XV	116396	117454	-1
YOL105C	-0.199240448236842	0.000145243282498184	-471.55	WSC3	Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity; involved in the response to heat shock and other stressors; regulates 1,3-beta-glucan synthesis 	XV	114138	115808	-1
YOL106W	-0.143019876617455	0.00832970225127093	-190.75	YOL106W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	113226	113579	1
YOL107W	-0.200442956380892	0.00104429920116189	-276.5	YOL107W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and colocalizes in a punctate pattern with the early golgi/COPI vesicles; YOL107W is not an essential protein 	XV	112102	113130	1
YOL108C	-0.28049102739367	0.000145243282498184	-486.1	INO4	Transcription factor required for derepression of inositol-choline-regulated genes involved in phospholipid synthesis; forms a complex, with Ino2p, that binds the inositol-choline-responsive element through a basic helix-loop-helix domain 	XV	111431	111886	-1
YOL109W	1.26764976182947	0.000145243282498184	902	ZEO1	Peripheral membrane protein of the plasma membrane that interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria 	XV	110297	110638	1
YOL110W	-0.763227608974667	0.000145243282498184	-875.95	SHR5	Subunit of a palmitoyltransferase, composed of Shr5p and Erf2p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization 	XV	109176	109889	1
YOL111C	-0.059015001577861	0.0124756717501816	-176.85	MDY2	Protein with a role in insertion of tail-anchored proteins into the ER membrane; forms a complex with Get4p; required for efficient mating; involved in shmoo formation and nuclear migration in the pre-zygote; associates with ribosomes 	XV	108258	108896	-1
YOL112W	-0.198750732387518	0.000145243282498184	-442.7	MSB4	GTPase-activating protein of the Ras superfamily that acts primarily on Sec4p, localizes to the bud site and bud tip, has similarity to Msb3p; msb3 msb4 double mutation causes defects in secretion and actin organization 	XV	106710	108188	1
YOL113W	-0.0222175170025785	0.656924473493101	-26.15	SKM1	Member of the PAK family of serine/threonine protein kinases with similarity to Ste20p and Cla4p; involved in down-regulation of sterol uptake; proposed to be a downstream effector of Cdc42p during polarized growth 	XV	104326	106293	1
YOL114C	-0.506492887940626	0.000145243282498184	-663.05	YOL114C	Putative protein of unknown function with similarity to human ICT1 and prokaryotic factors that may function in translation termination; YOL114C is not an essential gene 	XV	103317	103925	-1
YOL115W	0.117664741145801	0.00234059549745821	241.35	PAP2	Non-canonical poly(A) polymerase, involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Trf5p 	XV	101475	103229	1
YOL116W	0.00259083617489635	0.784570806100218	16.05	MSN1	Transcriptional activator involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus 	XV	99809	100957	1
YOL117W	0.03070860299281	0.170472040668119	85.5	RRI2	Subunit of the COP9 signalosome (CSN) complex that cleaves the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; plays a role in the mating pheromone response 	XV	97551	99488	1
YOL118C	0.325326936209633	0.000146695715323198	388.2	YOL118C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	96608	96916	-1
YOL119C	-0.194428858710937	0.000506899055918632	-301.6	MCH4	Protein with similarity to mammalian monocarboxylate permeases, which are involved in transport of monocarboxylic acids across the plasma membrane; mutant is not deficient in monocarboxylate transport 	XV	94856	96361	-1
YOL120C	0.193264204019996	0.000145243282498184	630.3	RPL18A	Protein component of the large (60S) ribosomal subunit, identical to Rpl18Bp and has similarity to rat L18 ribosomal protein; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation 	XV	93395	94402	-1
YOL121C	0.244234751358515	0.000145243282498184	687.7	RPS19A	Protein component of the small (40S) ribosomal subunit, required for assembly and maturation of pre-40 S particles; mutations in human RPS19 are associated with Diamond Blackfan anemia; nearly identical to Rps19Bp 	XV	92026	92850	-1
YOL122C	0.0524199235922236	0.0515562817719681	129	SMF1	Divalent metal ion transporter with a broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins 	XV	89692	91419	-1
YOL123W	0.373075956977472	0.000145243282498184	722.95	HRP1	Subunit of cleavage factor I, a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences 	XV	87844	89448	1
YOL124C	0.573758823271528	0.000145243282498184	616.1	TRM11	Catalytic subunit of an adoMet-dependent tRNA methyltransferase complex (Trm11p-Trm112p), required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain 	XV	85456	86757	-1
YOL125W	0.193519191557684	0.00119970951343504	269.7	TRM13	2'-O-methyltransferase responsible for modification of tRNA at position 4; C-terminal domain has similarity to Rossmann-fold (RFM) superfamily of RNA methyltransferases 	XV	83834	85264	1
YOL126C	-0.142751153879071	0.000178649237472703	-345.05	MDH2	Cytoplasmic malate dehydrogenase, one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1 	XV	81787	82920	-1
YOL127W	0.232626203061495	0.000145243282498184	631.7	RPL25	Primary rRNA-binding ribosomal protein component of the large (60S) ribosomal subunit, has similarity to E. coli L23 and rat L23a ribosomal proteins; binds to 25S rRNA via a conserved C-terminal motif 	XV	80348	81190	1
YOL128C	0.0894930999638968	0.0656049382716049	120.65	YGK3	Protein kinase related to mammalian glycogen synthase kinases of the GSK-3 family; GSK-3 homologs (Mck1p, Rim11p, Mrk1p, Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation 	XV	78352	79479	-1
YOL129W	-0.151608432541508	0.000146695715323198	-390.55	VPS68	Vacuolar membrane protein of unknown function involved in vacuolar protein sorting; also detected in the mitochondria 	XV	77560	78114	1
YOL130W	0.583444381625149	0.000145243282498184	874.8	ALR1	Plasma membrane Mg(2+) transporter, expression and turnover are regulated by Mg(2+) concentration; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions 	XV	74400	76979	1
YOL131W	0.204179536353136	0.000756717501815546	288.95	YOL131W	Putative protein of unknown function 	XV	73031	73357	1
YOL132W	-0.275277692532643	0.000323892519970888	-316.7	GAS4	1,3-beta-glucanosyltransferase, involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall 	XV	71300	72715	1
YOL133W	-0.216916747452618	0.000249818445896914	-327	HRT1	RING finger containing subunit of Skp1-Cullin-F-box ubiquitin protein ligases (SCF); required for Gic2p, Far1p, Sic1p and Cln2p degradation; may tether Cdc34p (a ubiquitin conjugating enzyme or E2) and Cdc53p (a cullin) subunits of SCF 	XV	70325	70690	1
YOL134C	0.423962265344669	0.000440813362381969	305.4	YOL134C	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps HRT1, a verified gene that encodes an SCF ubiquitin ligase subunit 	XV	70156	70545	-1
YOL135C	-0.169152212287382	0.0013914306463326	-263.05	MED7	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation 	XV	69376	70044	-1
YOL136C	0.862042924240194	0.000145243282498184	879.75	PFK27	6-phosphofructo-2-kinase, catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A 	XV	67561	68754	-1
YOL137W	0.0217513322325323	0.68897966594045	23.55	BSC6	Protein of unknown function containing 8 putative transmembrane seqments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression 	XV	65621	67114	1
YOL138C	-0.0297944909833561	0.227856935366739	-74.25	RTC1	Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; null mutation suppresses cdc13-1 temperature sensitivity; has N-terminal WD-40 repeats and a C-terminal RING motif 	XV	61325	65350	-1
YOL139C	0.207264110135383	0.000145243282498184	615	CDC33	Cytoplasmic mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p) 	XV	60383	61024	-1
YOL140W	0.02885773271719	0.277771968046478	66.2	ARG8	Acetylornithine aminotransferase, catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine 	XV	58759	60030	1
YOL141W	0.694784049123766	0.000145243282498184	498	PPM2	AdoMet-dependent tRNA methyltransferase also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW), a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p 	XV	56452	58539	1
YOL142W	-0.0342890529022807	0.193493827160494	-80.65	RRP40	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain both S1 and KH RNA binding domains; has similarity to human hRrp40p (EXOSC3) 	XV	55558	56280	1
YOL143C	0.444641067038345	0.000145243282498184	842.3	RIB4	Lumazine synthase (6,7-dimethyl-8-ribityllumazine synthase, also known as DMRL synthase); catalyzes synthesis of immediate precursor to riboflavin 	XV	54595	55104	-1
YOL144W	0.282451821463363	0.000145243282498184	446.15	NOP8	Nucleolar protein required for 60S ribosomal subunit biogenesis 	XV	53098	54552	1
YOL145C	0.0723599756854126	0.0568336964415396	125.65	CTR9	Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cyclin genes; involved in SER3 repression by helping to mai /.../SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats 	XV	49555	52788	-1
YOL146W	-0.207623271849975	0.000390704429920058	-310.25	PSF3	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery 	XV	48864	49448	1
YOL147C	0.0412365956103605	0.114640522875817	100.5	PEX11	Peroxisomal membrane protein required for medium-chain fatty acid oxidation and peroxisome proliferation, possibly by inducing membrane curvature; localization regulated by phosphorylation; transcription regulated by Adr1p and Pip2p-Oaf1p 	XV	47933	48643	-1
YOL148C	-0.0461974454886156	0.0203827160493827	-160.45	SPT20	Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay 	XV	45760	47574	-1
YOL149W	0.0351203165858587	0.060880174291939	123.25	DCP1	Subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p 	XV	44938	45633	1
YOL150C	-0.993839730154649	0.175701525054466	-84.35	YOL150C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	44473	44784	-1
YOL151W	0.075430232309185	0.0114030501089325	179.8	GRE2	3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase); stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway 	XV	43694	44722	1
YOL152W	0.731123224169913	0.000145243282498184	805.05	FRE7	Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels 	XV	40748	42610	1
YOL153C	0.314418625850031	0.000145243282498184	596.05	YOL153C	Hypothetical protein 	XV	36822	38567	-1
YOL154W	-0.370714988047188	0.000145243282498184	-636.6	ZPS1	Putative GPI-anchored protein; transcription is induced under low-zinc conditions, as mediated by the Zap1p transcription factor, and at alkaline pH 	XV	34658	35407	1
YOL155C	1.09529846092016	0.000145243282498184	902	HPF1	Haze-protective mannoprotein that reduces the particle size of aggregated proteins in white wines 	XV	28703	31606	-1
YOL155W-A	0.514199793001744	0.000146695715323198	388.4	YOL155W-A	Putative protein of unknown function; identified by expression profiling and mass spectrometry 	XV	27084	27218	1
YOL156W	-0.464609345161713	0.000145243282498184	-610.55	HXT11	Putative hexose transporter that is nearly identical to Hxt9p, has similarity to major facilitator superfamily (MFS) transporters and is involved in pleiotropic drug resistance 	XV	25273	26976	1
YOL157C	-0.161741602765124	0.00136092955700797	-264.05	IMA2	Alpha-glucosidase with specificity for isomaltase, methyl-alpha-glucoside, and palatinose; member of IMA isomaltase family; not required for isomaltose utilization, but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose 	XV	22525	24294	-1
YOL158C	0.87933864650007	0.000145243282498184	901.7	ENB1	Endosomal ferric enterobactin transporter, expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment 	XV	19491	21311	-1
YOL159C	-0.0218818954678283	0.672193173565723	-24.9	YOL159C	Soluble protein of unknown function; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA 	XV	17281	17796	-1
YOL159C-A	0.0774721354128333	0.318309368191721	60.5	YOL159C-A	Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species 	XV	15233	15505	-1
YOL160W	-0.228645450429589	0.00768772694262895	-193.55	YOL160W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XV	14313	14654	1
YOL161C	0.00533454789834204	0.158628903413217	88.3	PAU20	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation 	XV	11549	11911	-1
YOL162W	-0.777704217179478	0.000145243282498184	-663.35	YOL162W	Putative protein of unknown function; member of the Dal5p subfamily of the major facilitator family 	XV	10119	10766	1
YOL163W	-0.559470827380405	0.000145243282498184	-586.7	YOL163W	Putative protein of unknown function; member of the Dal5p subfamily of the major facilitator family 	XV	9597	10106	1
YOL164W	-0.0936542277238444	0.00171822803195351	-254.55	BDS1	Bacterially-derived sulfatase required for use of alkyl- and aryl-sulfates as sulfur sources 	XV	6175	8115	1
YOL164W-A	-0.683084084813872	0.000145243282498184	-690.2	YOL164W-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	XV	4130	4312	1
YOL165C	-0.305731482174114	0.000145243282498184	-396.8	AAD15	Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role 	XV	1647	2078	-1
YOL166C	-1.00205685205151	0.00106318082788667	-275.75	YOL166C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	1000	1338	-1
YOL166W-A	-0.000529238008222199	0.276374727668845	66.4	YOL166W-A	Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching 	XV	585	740	1
YOR001W	0.353847369842856	0.000145243282498184	553.85	RRP6	Nuclear exosome exonuclease component; has 3'-5' exonuclease activity; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays red /.../ranscription elongation in the G-less-based run-on (GLRO) assay 	XV	326832	329033	1
YOR002W	0.0117978752705779	0.338950617283951	57.8	ALG6	Alpha 1,3 glucosyltransferase, involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; mutations in human ortholog are associated with disease 	XV	329417	331051	1
YOR003W	-0.301087570356727	0.000145243282498184	-510.9	YSP3	Putative precursor to the subtilisin-like protease III 	XV	331455	332891	1
YOR004W	0.6478488079872	0.000145243282498184	693.1	UTP23	Essential nucleolar protein that is a component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function 	XV	333592	334356	1
YOR005C	-0.00598525550562978	0.917028322440087	6.1	DNL4	DNA ligase required for nonhomologous end-joining (NHEJ), forms stable heterodimer with required cofactor Lif1p, interacts with Nej1p; involved in meiosis, not essential for vegetative growth 	XV	334509	337343	-1
YOR006C	0.0316395257986067	0.0158286129266521	168.9	TSR3	Protein required for correct processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus 	XV	337680	338621	-1
YOR007C	0.098246298321533	0.000347857661583215	314.05	SGT2	Glutamine-rich cytoplasmic protein that serves as a scaffold for binding Get4/5p and other proteins required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; has similarity to human cochaperone SGT 	XV	338938	339978	-1
